Accident_ID,Date_Time,Location,Severity,Weather_Condition,Road_Condition,Vehicle_Type,Driver_Age,Casualties_Count,Cause_of_Accident
1708,10/26/2023 2:17,Delhi,Severe,Snowy,Dry,Auto Rickshaw,54,0,Red Light Violation
1709,11/16/2024 6:25,Mumbai,Moderate,Foggy,Under Construction,Car,46,2,Brake Failure
1710,9/22/2024 11:47,Mumbai,Severe,Snowy,Wet,Truck,59,3,Overtaking
1711,6/12/2023 16:31,Chennai,Minor,Clear,Dry,Bicycle,47,3,Bad Road Condition
1712,12/17/2023 17:36,Pune,Severe,Windy,Dry,Truck,58,3,Weather
1713,5/8/2023 23:17,Pune,Moderate,Foggy,Icy,Bus,24,2,Overtaking
1714,4/3/2023 2:05,Bangalore,Minor,Clear,Dry,Bicycle,27,0,Brake Failure
1715,1/5/2024 4:50,Ahmedabad,Moderate,Clear,Under Construction,Auto Rickshaw,40,0,Speeding
1716,9/12/2023 9:43,Hyderabad,Moderate,Windy,Wet,Bicycle,34,3,Red Light Violation
1717,2/1/2023 6:09,Hyderabad,Moderate,Clear,Wet,Car,60,0,Weather
1718,7/1/2023 13:52,Ahmedabad,Severe,Windy,Icy,Auto Rickshaw,45,0,Speeding
1719,2/26/2024 23:20,Pune,Moderate,Foggy,Icy,Car,64,0,Overtaking
1720,6/10/2023 4:20,Mumbai,Moderate,Snowy,Wet,Bus,26,2,Overtaking
1721,8/30/2024 2:40,Delhi,Severe,Snowy,Wet,Car,24,2,Weather
1722,3/5/2024 20:05,Bangalore,Moderate,Rainy,Icy,Auto Rickshaw,23,4,Brake Failure
1723,10/20/2023 0:08,Pune,Moderate,Windy,Icy,Truck,21,0,Bad Road Condition
1724,7/1/2023 19:37,Ahmedabad,Severe,Foggy,Under Construction,Bus,33,1,Red Light Violation
1725,11/2/2024 20:39,Delhi,Minor,Snowy,Icy,Bicycle,56,4,Drunk Driving
1726,3/28/2023 12:42,Kolkata,Severe,Foggy,Potholes,Bike,65,2,Overtaking
1727,11/21/2024 19:16,Hyderabad,Minor,Rainy,Dry,Bicycle,65,5,Weather
1728,3/26/2024 6:19,Kolkata,Moderate,Snowy,Wet,Bus,57,5,Red Light Violation
1729,6/12/2024 12:53,Chennai,Severe,Clear,Potholes,Auto Rickshaw,37,5,Red Light Violation
1730,6/30/2024 14:35,Bangalore,Moderate,Windy,Dry,Car,34,3,Overtaking
1731,8/4/2024 9:25,Kolkata,Severe,Windy,Wet,Auto Rickshaw,59,0,Bad Road Condition
1732,5/12/2024 2:54,Pune,Severe,Foggy,Wet,Car,35,5,Speeding
1733,5/20/2023 1:17,Ahmedabad,Minor,Clear,Potholes,Bus,48,2,Speeding
1734,10/3/2023 18:34,Delhi,Minor,Clear,Under Construction,Bike,65,0,Bad Road Condition
1735,1/20/2023 2:21,Mumbai,Minor,Rainy,Icy,Bike,21,0,Bad Road Condition
1736,11/10/2024 16:49,Kolkata,Minor,Rainy,Potholes,Bus,30,4,Red Light Violation
1737,7/23/2023 10:18,Chennai,Moderate,Foggy,Potholes,Auto Rickshaw,52,5,Overtaking
1738,1/24/2024 0:35,Ahmedabad,Minor,Windy,Wet,Bus,45,2,Speeding
1739,1/15/2023 12:31,Chennai,Minor,Clear,Potholes,Bike,40,4,Red Light Violation
1740,5/26/2023 7:16,Kolkata,Severe,Snowy,Wet,Auto Rickshaw,59,0,Bad Road Condition
1741,4/3/2023 23:48,Pune,Minor,Snowy,Icy,Auto Rickshaw,61,1,Drunk Driving
1742,4/25/2024 4:45,Bangalore,Severe,Snowy,Potholes,Car,57,2,Drunk Driving
1743,4/6/2023 11:05,Pune,Minor,Clear,Icy,Bicycle,30,3,Bad Road Condition
1744,5/31/2023 9:11,Mumbai,Minor,Rainy,Wet,Bike,44,1,Overtaking
1745,8/27/2024 0:41,Hyderabad,Moderate,Windy,Under Construction,Auto Rickshaw,55,1,Speeding
1746,9/18/2023 7:09,Chennai,Severe,Foggy,Under Construction,Truck,64,5,Weather
1747,2/7/2023 23:17,Delhi,Moderate,Windy,Under Construction,Car,30,1,Red Light Violation
1748,9/2/2024 6:13,Chennai,Severe,Clear,Under Construction,Bike,45,5,Brake Failure
1749,10/1/2023 21:29,Chennai,Moderate,Clear,Potholes,Auto Rickshaw,64,1,Brake Failure
1750,1/28/2023 14:59,Kolkata,Severe,Foggy,Icy,Auto Rickshaw,56,3,Speeding
1751,10/23/2024 16:53,Delhi,Severe,Foggy,Under Construction,Bicycle,37,5,Drunk Driving
1752,9/14/2024 20:16,Hyderabad,Moderate,Windy,Dry,Auto Rickshaw,38,2,Speeding
1753,8/5/2024 11:59,Kolkata,Minor,Clear,Dry,Auto Rickshaw,37,2,Overtaking
1754,9/17/2023 8:26,Pune,Moderate,Rainy,Dry,Bike,52,2,Bad Road Condition
1755,1/3/2024 19:49,Delhi,Severe,Snowy,Potholes,Auto Rickshaw,62,2,Bad Road Condition
1756,7/20/2024 23:42,Ahmedabad,Minor,Foggy,Wet,Truck,21,0,Drunk Driving
1757,7/4/2023 0:37,Ahmedabad,Minor,Clear,Wet,Auto Rickshaw,64,4,Red Light Violation
1758,9/10/2024 23:25,Chennai,Moderate,Snowy,Icy,Car,51,1,Drunk Driving
1759,4/13/2024 8:33,Bangalore,Severe,Foggy,Wet,Car,29,1,Overtaking
1760,4/27/2023 4:29,Delhi,Severe,Foggy,Wet,Bike,30,5,Weather
1761,10/8/2024 22:37,Kolkata,Severe,Rainy,Wet,Car,52,1,Brake Failure
1762,1/6/2024 6:26,Ahmedabad,Severe,Foggy,Icy,Bus,48,3,Weather
1763,5/8/2023 13:29,Bangalore,Severe,Windy,Icy,Auto Rickshaw,54,3,Weather
1764,5/29/2023 9:19,Hyderabad,Severe,Clear,Icy,Auto Rickshaw,65,5,Weather
1765,4/19/2024 10:57,Mumbai,Severe,Windy,Under Construction,Truck,51,2,Speeding
1766,7/29/2023 15:29,Kolkata,Severe,Snowy,Potholes,Bike,19,5,Brake Failure
1767,8/8/2024 14:14,Pune,Minor,Foggy,Potholes,Car,57,1,Red Light Violation
1768,7/16/2024 20:46,Kolkata,Severe,Rainy,Wet,Bus,46,3,Weather
1769,9/27/2023 10:24,Hyderabad,Moderate,Snowy,Dry,Auto Rickshaw,63,2,Brake Failure
1770,10/8/2023 21:47,Kolkata,Severe,Snowy,Wet,Car,36,5,Weather
1771,9/24/2023 23:19,Chennai,Minor,Snowy,Wet,Truck,53,1,Red Light Violation
1772,11/2/2023 3:38,Bangalore,Minor,Windy,Icy,Truck,38,2,Drunk Driving
1773,8/31/2024 5:55,Mumbai,Minor,Clear,Under Construction,Bus,30,4,Drunk Driving
1774,8/2/2023 4:08,Chennai,Minor,Windy,Under Construction,Auto Rickshaw,23,2,Drunk Driving
1775,4/10/2024 1:58,Hyderabad,Moderate,Snowy,Potholes,Car,38,3,Bad Road Condition
1776,10/6/2024 17:30,Chennai,Moderate,Foggy,Dry,Bus,30,4,Speeding
1777,5/5/2023 13:35,Chennai,Moderate,Clear,Dry,Bus,24,0,Overtaking
1778,8/21/2024 15:23,Hyderabad,Moderate,Foggy,Wet,Car,48,5,Drunk Driving
1779,3/18/2023 21:14,Pune,Moderate,Snowy,Potholes,Bike,65,1,Drunk Driving
1780,6/14/2023 8:09,Chennai,Severe,Clear,Icy,Auto Rickshaw,55,1,Bad Road Condition
1781,9/3/2023 23:00,Mumbai,Minor,Clear,Icy,Car,21,2,Brake Failure
1782,3/19/2023 7:28,Ahmedabad,Minor,Rainy,Under Construction,Bike,38,0,Drunk Driving
1783,2/19/2023 22:22,Mumbai,Moderate,Windy,Wet,Bicycle,54,1,Drunk Driving
1784,12/12/2023 9:32,Delhi,Minor,Foggy,Potholes,Auto Rickshaw,42,0,Drunk Driving
1785,4/12/2023 11:01,Ahmedabad,Minor,Rainy,Potholes,Bike,24,3,Brake Failure
1786,8/31/2024 2:43,Chennai,Severe,Foggy,Wet,Auto Rickshaw,35,5,Red Light Violation
1787,5/16/2024 0:06,Chennai,Moderate,Clear,Icy,Bus,49,5,Bad Road Condition
1788,8/7/2023 19:36,Delhi,Severe,Snowy,Icy,Bike,30,3,Overtaking
1789,9/4/2024 12:19,Mumbai,Severe,Foggy,Icy,Auto Rickshaw,56,4,Weather
1790,11/13/2023 16:25,Chennai,Moderate,Foggy,Under Construction,Bus,52,4,Drunk Driving
1791,10/25/2023 1:48,Ahmedabad,Minor,Snowy,Under Construction,Car,21,2,Drunk Driving
1792,12/24/2023 7:59,Hyderabad,Minor,Rainy,Under Construction,Auto Rickshaw,65,0,Speeding
1793,11/19/2023 20:35,Ahmedabad,Minor,Windy,Icy,Bus,25,1,Bad Road Condition
1794,12/5/2023 4:23,Hyderabad,Severe,Rainy,Dry,Car,62,1,Drunk Driving
1795,8/27/2023 1:40,Pune,Minor,Clear,Under Construction,Bicycle,48,0,Drunk Driving
1796,7/12/2023 14:00,Hyderabad,Minor,Rainy,Under Construction,Car,62,0,Red Light Violation
1797,7/4/2023 7:05,Delhi,Minor,Foggy,Under Construction,Bicycle,19,3,Overtaking
1798,8/10/2023 1:37,Hyderabad,Severe,Rainy,Under Construction,Bus,55,2,Speeding
1799,8/14/2024 10:30,Ahmedabad,Severe,Clear,Icy,Car,27,0,Speeding
1800,12/9/2023 23:27,Bangalore,Moderate,Clear,Under Construction,Auto Rickshaw,36,0,Weather
1801,1/3/2023 20:19,Bangalore,Severe,Foggy,Dry,Auto Rickshaw,24,1,Weather
1802,11/30/2023 19:53,Pune,Moderate,Foggy,Dry,Truck,47,1,Overtaking
1803,2/9/2024 9:30,Chennai,Minor,Snowy,Dry,Car,38,0,Weather
1804,7/24/2023 4:32,Mumbai,Minor,Snowy,Dry,Truck,51,1,Brake Failure
1805,4/13/2023 1:44,Delhi,Moderate,Clear,Dry,Bike,49,3,Overtaking
1806,8/30/2024 10:37,Kolkata,Severe,Clear,Dry,Truck,37,5,Red Light Violation
1807,10/24/2024 23:52,Ahmedabad,Minor,Snowy,Icy,Car,59,5,Red Light Violation
1808,9/11/2024 22:22,Mumbai,Minor,Foggy,Dry,Bicycle,29,3,Speeding
1809,8/28/2024 18:36,Kolkata,Moderate,Windy,Wet,Bicycle,51,3,Weather
1810,3/25/2024 17:15,Kolkata,Moderate,Snowy,Potholes,Car,22,2,Red Light Violation
1811,10/2/2023 15:22,Chennai,Minor,Foggy,Icy,Bicycle,46,1,Red Light Violation
1812,3/8/2023 18:59,Chennai,Severe,Foggy,Icy,Bicycle,37,2,Weather
1813,12/5/2024 12:11,Mumbai,Moderate,Windy,Dry,Car,55,2,Red Light Violation
1814,8/1/2024 14:23,Ahmedabad,Minor,Foggy,Under Construction,Car,42,2,Overtaking
1815,5/29/2023 3:12,Delhi,Minor,Windy,Icy,Car,35,5,Red Light Violation
1816,11/3/2024 21:07,Mumbai,Severe,Snowy,Icy,Bicycle,53,4,Speeding
1817,10/30/2023 19:19,Mumbai,Moderate,Windy,Dry,Bike,55,3,Speeding
1818,9/22/2023 18:50,Chennai,Minor,Clear,Wet,Bus,40,1,Drunk Driving
1819,11/13/2024 21:23,Delhi,Moderate,Rainy,Potholes,Bike,21,5,Drunk Driving
1820,7/1/2023 1:50,Ahmedabad,Severe,Snowy,Potholes,Truck,30,2,Brake Failure
1821,6/18/2023 4:21,Ahmedabad,Severe,Snowy,Icy,Auto Rickshaw,60,1,Weather
1822,7/5/2023 1:55,Bangalore,Moderate,Windy,Potholes,Auto Rickshaw,20,0,Bad Road Condition
1823,3/14/2023 17:08,Delhi,Minor,Rainy,Potholes,Truck,55,4,Brake Failure
1824,10/15/2024 12:57,Chennai,Severe,Rainy,Wet,Truck,21,3,Overtaking
1825,2/1/2024 12:49,Chennai,Minor,Clear,Icy,Bus,18,5,Red Light Violation
1826,9/8/2023 1:16,Bangalore,Moderate,Rainy,Potholes,Bike,61,1,Drunk Driving
1827,11/28/2024 13:15,Ahmedabad,Minor,Windy,Potholes,Auto Rickshaw,23,4,Weather
1828,11/21/2023 6:20,Hyderabad,Minor,Clear,Wet,Car,33,5,Weather
1829,1/27/2023 9:22,Delhi,Moderate,Rainy,Wet,Truck,43,2,Overtaking
1830,4/26/2023 12:00,Kolkata,Minor,Clear,Potholes,Car,48,3,Bad Road Condition
1831,4/14/2024 20:43,Pune,Minor,Foggy,Under Construction,Auto Rickshaw,25,1,Drunk Driving
1832,1/9/2023 3:32,Chennai,Moderate,Foggy,Wet,Car,20,0,Bad Road Condition
1833,11/5/2023 13:12,Bangalore,Moderate,Foggy,Icy,Bike,43,0,Brake Failure
1834,9/11/2023 20:25,Hyderabad,Moderate,Foggy,Icy,Car,50,4,Overtaking
1835,7/2/2023 8:12,Bangalore,Moderate,Windy,Dry,Bike,51,1,Weather
1836,3/7/2023 12:50,Kolkata,Severe,Snowy,Wet,Car,26,0,Brake Failure
1837,4/11/2024 22:07,Pune,Moderate,Snowy,Wet,Bus,28,1,Red Light Violation
1838,7/20/2024 8:41,Hyderabad,Severe,Foggy,Icy,Bike,65,2,Red Light Violation
1839,9/7/2023 11:09,Delhi,Moderate,Rainy,Dry,Auto Rickshaw,48,0,Brake Failure
1840,12/13/2023 9:10,Mumbai,Minor,Foggy,Wet,Truck,49,4,Speeding
1841,4/16/2024 4:32,Chennai,Severe,Clear,Wet,Truck,63,3,Speeding
1842,9/21/2024 11:20,Hyderabad,Severe,Rainy,Wet,Car,22,2,Speeding
1843,3/31/2024 12:19,Delhi,Severe,Rainy,Wet,Car,31,0,Brake Failure
1844,11/2/2024 11:12,Chennai,Severe,Foggy,Icy,Bicycle,19,4,Bad Road Condition
1845,2/9/2023 14:02,Chennai,Moderate,Clear,Dry,Bus,25,4,Overtaking
1846,8/2/2023 2:10,Hyderabad,Minor,Foggy,Wet,Auto Rickshaw,46,1,Speeding
1847,6/26/2023 12:23,Kolkata,Severe,Foggy,Potholes,Bicycle,52,0,Speeding
1848,12/24/2024 13:05,Pune,Minor,Foggy,Wet,Bike,49,4,Speeding
1849,6/1/2023 19:23,Bangalore,Moderate,Foggy,Potholes,Auto Rickshaw,45,4,Bad Road Condition
1850,8/15/2023 5:02,Ahmedabad,Severe,Foggy,Potholes,Bus,50,2,Speeding
1851,12/8/2023 19:02,Delhi,Moderate,Foggy,Wet,Bicycle,54,1,Overtaking
1852,12/20/2024 14:59,Kolkata,Severe,Snowy,Icy,Auto Rickshaw,21,1,Overtaking
1853,1/24/2024 18:36,Pune,Moderate,Windy,Wet,Bike,32,0,Red Light Violation
1854,2/19/2023 22:58,Chennai,Severe,Foggy,Potholes,Auto Rickshaw,39,1,Drunk Driving
1855,9/24/2024 22:17,Hyderabad,Moderate,Rainy,Icy,Auto Rickshaw,23,0,Overtaking
1856,4/22/2024 7:35,Chennai,Moderate,Snowy,Potholes,Bike,34,3,Speeding
1857,11/2/2023 11:46,Pune,Minor,Clear,Wet,Bus,41,4,Overtaking
1858,3/21/2024 19:51,Hyderabad,Moderate,Snowy,Under Construction,Bike,25,5,Overtaking
1859,4/3/2024 1:42,Bangalore,Severe,Snowy,Potholes,Auto Rickshaw,24,0,Speeding
1860,9/1/2024 5:55,Ahmedabad,Severe,Clear,Dry,Bicycle,34,2,Brake Failure
1861,11/16/2024 22:01,Mumbai,Severe,Windy,Potholes,Auto Rickshaw,27,4,Speeding
1862,9/2/2024 3:06,Pune,Moderate,Clear,Dry,Bus,29,4,Speeding
1863,5/16/2023 23:52,Hyderabad,Severe,Clear,Dry,Bicycle,26,0,Overtaking
1864,3/27/2023 15:45,Delhi,Severe,Snowy,Potholes,Car,61,3,Speeding
1865,7/10/2023 4:35,Bangalore,Moderate,Foggy,Icy,Bike,58,1,Speeding
1866,3/30/2023 3:44,Hyderabad,Minor,Foggy,Dry,Bus,19,3,Overtaking
1867,9/20/2023 14:50,Ahmedabad,Minor,Windy,Icy,Bus,43,0,Bad Road Condition
1868,11/10/2024 5:14,Hyderabad,Severe,Foggy,Under Construction,Auto Rickshaw,41,1,Brake Failure
1869,5/27/2023 15:46,Chennai,Moderate,Rainy,Under Construction,Auto Rickshaw,55,4,Overtaking
1870,1/1/2024 19:47,Bangalore,Minor,Snowy,Under Construction,Truck,44,1,Bad Road Condition
1871,10/5/2024 19:10,Delhi,Severe,Clear,Icy,Car,51,5,Drunk Driving
1872,4/27/2024 2:00,Delhi,Moderate,Rainy,Dry,Auto Rickshaw,26,1,Red Light Violation
1873,4/6/2023 9:01,Kolkata,Minor,Foggy,Wet,Bicycle,34,1,Speeding
1874,11/18/2023 5:31,Chennai,Moderate,Clear,Icy,Bus,62,2,Red Light Violation
1875,11/20/2024 17:14,Delhi,Severe,Windy,Dry,Truck,52,5,Bad Road Condition
1876,9/20/2023 16:41,Hyderabad,Severe,Snowy,Wet,Car,32,3,Drunk Driving
1877,9/19/2023 6:12,Ahmedabad,Moderate,Foggy,Icy,Truck,31,3,Red Light Violation
1878,12/8/2024 10:39,Kolkata,Severe,Rainy,Potholes,Auto Rickshaw,60,5,Weather
1879,1/12/2024 6:31,Mumbai,Minor,Rainy,Wet,Bike,45,0,Weather
1880,8/17/2024 20:08,Pune,Severe,Snowy,Under Construction,Truck,45,0,Bad Road Condition
1881,4/8/2024 15:46,Ahmedabad,Severe,Windy,Under Construction,Car,23,1,Weather
1882,5/31/2024 6:53,Chennai,Minor,Windy,Icy,Auto Rickshaw,31,4,Brake Failure
1883,5/23/2024 15:40,Bangalore,Moderate,Rainy,Potholes,Bike,45,2,Brake Failure
1884,12/18/2024 9:18,Kolkata,Severe,Snowy,Dry,Bike,49,3,Drunk Driving
1885,4/26/2024 16:40,Ahmedabad,Severe,Rainy,Potholes,Bike,47,3,Red Light Violation
1886,12/16/2024 19:47,Bangalore,Minor,Snowy,Dry,Truck,20,2,Weather
1887,3/27/2023 19:17,Mumbai,Moderate,Foggy,Icy,Bike,55,0,Speeding
1888,1/29/2023 9:56,Delhi,Minor,Rainy,Icy,Truck,54,1,Drunk Driving
1889,1/4/2023 23:38,Hyderabad,Minor,Clear,Under Construction,Car,23,5,Overtaking
1890,5/12/2023 19:35,Kolkata,Minor,Rainy,Wet,Bus,55,0,Bad Road Condition
1891,4/3/2023 19:18,Delhi,Minor,Windy,Under Construction,Truck,53,5,Overtaking
1892,3/22/2023 1:05,Ahmedabad,Minor,Clear,Potholes,Car,40,1,Brake Failure
1893,10/15/2024 9:20,Delhi,Moderate,Rainy,Dry,Car,37,4,Red Light Violation
1894,8/8/2023 23:20,Ahmedabad,Moderate,Rainy,Icy,Truck,47,3,Overtaking
1895,2/15/2023 6:08,Ahmedabad,Moderate,Snowy,Potholes,Bus,21,5,Speeding
1896,7/7/2023 5:28,Delhi,Minor,Clear,Dry,Bicycle,29,0,Overtaking
1897,8/29/2023 5:12,Bangalore,Severe,Windy,Under Construction,Bicycle,50,5,Brake Failure
1898,7/25/2024 21:14,Delhi,Severe,Windy,Icy,Bus,41,2,Red Light Violation
1899,5/11/2024 2:05,Pune,Severe,Snowy,Dry,Bus,20,4,Brake Failure
1900,1/11/2024 10:35,Bangalore,Minor,Snowy,Under Construction,Truck,29,4,Speeding
1901,8/3/2024 2:50,Kolkata,Severe,Snowy,Wet,Truck,44,2,Overtaking
1902,12/17/2023 6:39,Hyderabad,Severe,Snowy,Potholes,Bicycle,54,5,Drunk Driving
1903,8/7/2024 22:24,Kolkata,Minor,Foggy,Wet,Bike,63,4,Brake Failure
1904,3/3/2024 0:37,Mumbai,Minor,Foggy,Dry,Bike,51,3,Bad Road Condition
1905,6/22/2024 7:30,Kolkata,Moderate,Foggy,Icy,Truck,21,1,Bad Road Condition
1906,9/9/2024 11:31,Mumbai,Moderate,Foggy,Dry,Bike,52,1,Drunk Driving
1907,5/8/2024 7:52,Bangalore,Minor,Windy,Dry,Bicycle,47,3,Overtaking
1908,5/23/2024 1:43,Chennai,Minor,Clear,Wet,Truck,30,2,Overtaking
1909,4/28/2024 15:21,Chennai,Minor,Foggy,Icy,Auto Rickshaw,30,0,Red Light Violation
1910,11/10/2024 7:11,Hyderabad,Moderate,Rainy,Under Construction,Car,52,1,Bad Road Condition
1911,8/1/2023 1:40,Pune,Severe,Windy,Under Construction,Bike,30,5,Red Light Violation
1912,3/20/2024 20:47,Mumbai,Moderate,Windy,Wet,Truck,59,3,Red Light Violation
1913,6/25/2024 5:48,Hyderabad,Moderate,Clear,Icy,Bicycle,51,5,Red Light Violation
1914,8/12/2023 17:31,Hyderabad,Severe,Windy,Wet,Bike,48,3,Drunk Driving
1915,1/22/2023 20:35,Kolkata,Minor,Snowy,Wet,Bike,56,3,Brake Failure
1916,6/13/2024 6:32,Pune,Minor,Snowy,Potholes,Bicycle,35,2,Drunk Driving
1917,12/30/2023 0:16,Bangalore,Severe,Windy,Dry,Truck,58,1,Bad Road Condition
1918,11/18/2023 20:02,Chennai,Minor,Rainy,Potholes,Bus,21,1,Overtaking
1919,11/8/2024 19:07,Mumbai,Minor,Rainy,Dry,Bicycle,44,3,Bad Road Condition
1920,2/5/2023 13:21,Mumbai,Severe,Clear,Under Construction,Car,38,4,Weather
1921,12/13/2023 22:08,Chennai,Minor,Foggy,Potholes,Car,47,1,Drunk Driving
1922,3/31/2024 6:07,Bangalore,Moderate,Rainy,Under Construction,Bike,25,1,Bad Road Condition
1923,5/1/2024 23:30,Delhi,Minor,Foggy,Icy,Bicycle,61,1,Red Light Violation
1924,9/29/2024 0:52,Bangalore,Moderate,Clear,Dry,Auto Rickshaw,62,4,Brake Failure
1925,4/15/2023 10:28,Pune,Moderate,Clear,Dry,Truck,53,0,Bad Road Condition
1926,4/1/2024 5:25,Pune,Moderate,Snowy,Potholes,Bicycle,52,5,Bad Road Condition
1927,6/8/2024 10:20,Hyderabad,Minor,Windy,Icy,Bicycle,27,4,Red Light Violation
1928,3/8/2023 7:54,Pune,Moderate,Snowy,Potholes,Bicycle,56,2,Weather
1929,9/6/2024 18:29,Pune,Minor,Snowy,Under Construction,Auto Rickshaw,45,5,Speeding
1930,8/31/2023 0:35,Delhi,Severe,Windy,Wet,Bike,33,5,Overtaking
1931,4/26/2023 16:22,Kolkata,Severe,Foggy,Under Construction,Auto Rickshaw,47,3,Weather
1932,3/24/2023 18:17,Bangalore,Minor,Windy,Wet,Bus,43,1,Overtaking
1933,10/30/2024 7:11,Kolkata,Minor,Rainy,Under Construction,Bike,34,5,Red Light Violation
1934,5/4/2024 5:19,Pune,Severe,Foggy,Potholes,Auto Rickshaw,63,2,Speeding
1935,10/12/2024 20:29,Delhi,Severe,Windy,Under Construction,Car,21,0,Red Light Violation
1936,4/14/2024 19:08,Ahmedabad,Minor,Windy,Potholes,Auto Rickshaw,26,4,Drunk Driving
1937,8/14/2023 18:54,Ahmedabad,Minor,Snowy,Dry,Auto Rickshaw,25,5,Brake Failure
1938,9/8/2023 15:04,Mumbai,Moderate,Foggy,Under Construction,Bike,36,5,Speeding
1939,2/23/2023 12:29,Mumbai,Minor,Snowy,Icy,Auto Rickshaw,20,5,Weather
1940,12/30/2023 19:26,Mumbai,Moderate,Foggy,Dry,Bike,42,4,Speeding
1941,1/18/2024 12:31,Bangalore,Moderate,Clear,Wet,Auto Rickshaw,43,2,Brake Failure
1942,6/26/2024 16:14,Chennai,Moderate,Clear,Dry,Bus,52,0,Drunk Driving
1943,11/18/2023 10:25,Mumbai,Minor,Clear,Potholes,Auto Rickshaw,32,0,Brake Failure
1944,10/24/2023 13:09,Chennai,Severe,Rainy,Dry,Car,31,1,Weather
1945,4/14/2024 21:19,Ahmedabad,Moderate,Rainy,Wet,Car,29,2,Drunk Driving
1946,10/23/2024 7:48,Bangalore,Moderate,Snowy,Potholes,Truck,48,3,Red Light Violation
1947,12/5/2023 8:33,Kolkata,Minor,Windy,Icy,Bicycle,58,0,Overtaking
1948,5/21/2023 10:35,Bangalore,Minor,Foggy,Dry,Bus,30,0,Red Light Violation
1949,8/12/2023 7:57,Chennai,Moderate,Rainy,Icy,Truck,26,2,Brake Failure
1950,8/5/2023 13:08,Kolkata,Moderate,Foggy,Dry,Bike,30,0,Brake Failure
1951,7/20/2024 2:54,Ahmedabad,Minor,Clear,Dry,Bus,52,2,Brake Failure
1952,2/18/2023 20:48,Chennai,Minor,Clear,Wet,Truck,62,1,Red Light Violation
1953,1/10/2023 13:42,Ahmedabad,Moderate,Rainy,Dry,Bus,38,5,Weather
1954,5/26/2023 9:28,Mumbai,Moderate,Foggy,Potholes,Bicycle,34,0,Red Light Violation
1955,8/26/2023 5:04,Kolkata,Severe,Foggy,Dry,Bike,40,2,Speeding
1956,5/25/2024 10:26,Bangalore,Moderate,Clear,Icy,Truck,64,1,Weather
1957,3/8/2023 8:03,Delhi,Minor,Clear,Icy,Bicycle,28,4,Brake Failure
1958,3/22/2023 20:27,Ahmedabad,Moderate,Clear,Icy,Auto Rickshaw,34,5,Brake Failure
1959,6/18/2023 20:41,Bangalore,Severe,Rainy,Wet,Truck,22,2,Drunk Driving
1960,10/6/2024 8:21,Mumbai,Minor,Clear,Under Construction,Bike,54,2,Drunk Driving
1961,6/15/2023 20:04,Mumbai,Moderate,Clear,Icy,Car,28,4,Drunk Driving
1962,12/18/2024 7:39,Hyderabad,Minor,Windy,Under Construction,Truck,46,5,Weather
1963,5/5/2023 18:06,Bangalore,Minor,Clear,Icy,Bus,65,0,Weather
1964,1/8/2024 21:38,Pune,Severe,Snowy,Potholes,Bus,44,0,Brake Failure
1965,9/20/2024 2:33,Pune,Severe,Foggy,Icy,Bike,60,3,Overtaking
1966,2/11/2024 3:36,Bangalore,Moderate,Foggy,Under Construction,Car,52,3,Brake Failure
1967,1/15/2023 1:32,Hyderabad,Minor,Snowy,Wet,Bicycle,33,3,Bad Road Condition
1968,1/14/2023 0:08,Kolkata,Moderate,Snowy,Under Construction,Bike,65,2,Drunk Driving
1969,4/28/2023 19:13,Bangalore,Severe,Snowy,Dry,Auto Rickshaw,50,1,Brake Failure
1970,7/10/2024 12:17,Kolkata,Severe,Windy,Potholes,Bike,62,3,Brake Failure
1971,7/24/2023 4:38,Ahmedabad,Minor,Snowy,Under Construction,Bike,61,3,Drunk Driving
1972,11/20/2023 6:30,Kolkata,Minor,Windy,Wet,Bus,60,3,Speeding
1973,8/20/2024 13:20,Mumbai,Minor,Foggy,Dry,Truck,25,5,Drunk Driving
1974,1/2/2024 2:40,Ahmedabad,Severe,Foggy,Wet,Car,37,2,Red Light Violation
1975,6/4/2024 10:37,Hyderabad,Moderate,Foggy,Under Construction,Bicycle,51,2,Weather
1976,8/29/2024 9:22,Delhi,Moderate,Clear,Under Construction,Bike,31,4,Drunk Driving
1977,1/13/2023 3:49,Chennai,Moderate,Snowy,Potholes,Bicycle,20,5,Weather
1978,10/2/2023 17:53,Delhi,Moderate,Clear,Potholes,Bus,25,1,Bad Road Condition
1979,7/16/2024 7:44,Chennai,Minor,Rainy,Under Construction,Bus,18,3,Weather
1980,7/27/2024 1:08,Kolkata,Minor,Clear,Icy,Bus,34,0,Bad Road Condition
1981,6/20/2024 23:30,Delhi,Severe,Snowy,Icy,Truck,19,5,Weather
1982,11/18/2023 6:35,Bangalore,Minor,Foggy,Potholes,Auto Rickshaw,58,5,Red Light Violation
1983,2/7/2023 21:30,Bangalore,Severe,Clear,Dry,Car,43,3,Weather
1984,6/26/2024 3:39,Chennai,Severe,Snowy,Icy,Bus,54,5,Speeding
1985,10/15/2024 21:07,Kolkata,Moderate,Windy,Under Construction,Car,43,0,Brake Failure
1986,7/30/2023 14:36,Delhi,Severe,Windy,Under Construction,Bicycle,32,3,Red Light Violation
1987,8/11/2024 5:28,Pune,Severe,Windy,Under Construction,Bus,18,5,Brake Failure
1988,9/19/2023 10:54,Ahmedabad,Minor,Snowy,Dry,Car,65,1,Brake Failure
1989,9/11/2024 14:03,Bangalore,Minor,Clear,Dry,Truck,18,4,Speeding
